Geo Point;Geo Shape;Arrondissement;Adresse;Proposition non réalisable;Type de végétalisation;Etat de la proposition;Numéro;Commentaitre accompagnant la proposition;Avancement du projet
48.8351349997,2.30385799992;"{""type"": ""Point"", ""coordinates"": [2.303857999918656, 48.835134999744675]}";75015.0;25-27 Rue Thiboumery;la proposition n'a pas été retenue car elle concerne une zone non accessible depuis l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014G1953;"Ce mur tres triste fait face a plusieurs grands immeubles... gachant la vue des habitants !! Un peu de vert pour égayer notre quotidien ;-)";-
48.8472499983,2.36889240084;"{""type"": ""Point"", ""coordinates"": [2.368892400837664, 48.84724999830956]}";75012.0;244 rue de bercy;-;Mur végétalisé;proposition réalisable et retenue dans les 200 points de végétalisation;S2014I3669;-;Programmé
48.8409651378,2.29764867893;"{""type"": ""Point"", ""coordinates"": [2.297648678933793, 48.840965137843064]}";75015.0;171 rue lecourbe;-;Pot ou bac à fleurs;proposition réalisable et retenue dans les 200 points de végétalisation;NP41;-;Réalisé
48.855243,2.3858839998;"{""type"": ""Point"", ""coordinates"": [2.385883999799344, 48.85524299998702]}";75011.0;5 Impasse Delaunay;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Mur végétalisé;Propositions non réalisables techniquement;S2014G2588;Mur en décrochement sur l'impasse facilement végétalisable;-
48.8667769996,2.35381699968;"{""type"": ""Point"", ""coordinates"": [2.35381699967785, 48.86677699957872]}";75003.0;3  Rue Papin;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014H211;pas de commentaires;-
48.8757519996,2.38209199951;"{""type"": ""Point"", ""coordinates"": [2.382091999506816, 48.87575199956312]}";75019.0;20  Rue Pradier;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Autre proposition;Propositions non réalisables techniquement;S2014H2954;pourrions être informé de l'acceptation du PC ? est il possible d'envisager là un jardin partagé ?;-
48.890296,2.35469500023;"{""type"": ""Point"", ""coordinates"": [2.354695000234732, 48.89029600002163]}";75018.0;5?9 Rue Marcadet;la proposition n'a pas été retenue du fait de la présence de réseaux enterrés incompatibles avec la plantation de végétaux;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014G1986;"Rendre la place plus sympa, gros potentiel si on la vegetalise ;)";-
48.8459409996,2.3742910001;"{""type"": ""Point"", ""coordinates"": [2.374291000097643, 48.845940999553314]}";75012.0;25 Boulevard Diderot;-;Plantation d?arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I1771;-;-
48.8737789996,2.40284499981;"{""type"": ""Point"", ""coordinates"": [2.402844999814672, 48.873778999607275]}";75020.0;55  Rue du Borrégo;la proposition n'a pas été retenue car le trottoir est trop étroit;Mur végétalisé;Propositions non réalisables techniquement;S2014I1606;Le grand mur situé à cette adresse pourrait être végétalisé (zone ombragée, prévoir une plante appréciant l'ombre).;-
48.8512759998,2.4041999994;"{""type"": ""Point"", ""coordinates"": [2.404199999396779, 48.8512759997714]}";75020.0;81 Rue des Grands Champs;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014I237;Test;-
48.8842390002,2.36440299996;"{""type"": ""Point"", ""coordinates"": [2.364402999955372, 48.884239000228675]}";75010.0;1  Boulevard de la Chapelle;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G2418;-;-
-90.0,-59.0169768948;"{""type"": ""Point"", ""coordinates"": [-59.016976894805566, -90.0]}";75014.0;Rue Le Brix Mesnin;-;Végétalisation d'un pied d'arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;;-;-
48.8727249997,2.39799400039;"{""type"": ""Point"", ""coordinates"": [2.397994000389471, 48.87272499972203]}";75020.0;160  Rue Pelleport;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I4842;-;-
48.844421,2.30887800059;"{""type"": ""Point"", ""coordinates"": [2.308878000586757, 48.8444209999709]}";75015.0;23  Rue Lecourbe;-;Plantation d?arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H1466;-;-
48.8693499997,2.34976100018;"{""type"": ""Point"", ""coordinates"": [2.349761000184434, 48.86934999971337]}";75002.0;Rue Beauregard;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;;-;-
48.859558,2.3794299999;"{""type"": ""Point"", ""coordinates"": [2.379429999903215, 48.85955799995437]}";75011.0;14  Avenue Parmentier;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014I4410;mon souhait est de voir le projet de toit végétalisé pour cet espace être mis en route;-
48.8341739997,2.35567600029;"{""type"": ""Point"", ""coordinates"": [2.355676000285806, 48.834173999683884]}";75013.0;7  Rue Rubens;la proposition n'a pas été retenue car elle concerne une toiture et ne rentre donc pas dans le cadre de l'opération Du Vert près de Chez Moi, qui vise à verdir l'espace public;Autre proposition;Propositions non réalisables techniquement;S2014I4145;Au-dessus du Franprix, et de part et d'autre de cette toiture, pourquoi ne pas créer une terrasse végétalisée ?;-
48.8286349996,2.3560059996;"{""type"": ""Point"", ""coordinates"": [2.356005999597141, 48.82863499962928]}";75013.0;36  Avenue d'Italie;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Autre proposition;Propositions non réalisables techniquement;S2014H569;pas de commentaires;-
48.850016,2.34943500029;"{""type"": ""Point"", ""coordinates"": [2.34943500029199, 48.85001600004441]}";75005.0;54  Boulevard Saint-Germain;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Autre proposition;Propositions non réalisables techniquement;S2014I4692;pas de commentaires;-
48.8691099996,2.34123599952;"{""type"": ""Point"", ""coordinates"": [2.341235999519423, 48.869109999624705]}";75002.0;Place de la Bourse;la proposition n'a pas été retenue du fait des protections patrimoniales propres au site proposé limitant les réalisations possibles;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G1934;Il serait bon d'avoir un peu de verdure sur cette place cernée par la circulation rue du quatre septembre, le parking de scooters sauvage et le béton.;-
48.8665299995,2.35164499971;"{""type"": ""Point"", ""coordinates"": [2.351644999707217, 48.86652999954514]}";75002.0;78  Rue Réaumur;la proposition n'a pas été retenue car il existe des vitrines à proximité, pour lesquelles elle aurait constitué une gêne visuelle;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014I1702;pas de commentaires;-
48.8788439995,2.36573499995;"{""type"": ""Point"", ""coordinates"": [2.365734999951004, 48.87884399954622]}";75010.0;3 Passage Delessert;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Mur végétalisé;Propositions non réalisables techniquement;S2014I6000;Mur gris au dessus d'un petit jardin, à végétaliser.;-
48.8406389999,2.3869699999;"{""type"": ""Point"", ""coordinates"": [2.386969999895811, 48.84063899989796]}";75012.0;Passage du Charolais;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014H3635;Le passage du Charolais est une petit rue très peu passante qui mériterait d'être totalement réaménagée (végétalisation, puis réappropriation de l'espace);-
48.869413,2.35071799998;"{""type"": ""Point"", ""coordinates"": [2.350717999983278, 48.86941300000401]}";75002.0;2  Rue des Degrés;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Mur végétalisé;Propositions non réalisables techniquement;S2014H1987;pas de commentaires;-
48.8832169997,2.34951400023;"{""type"": ""Point"", ""coordinates"": [2.349514000233318, 48.88321699974693]}";75009.0;193  Rue du Faubourg Poissonnière;la proposition n'a pas été retenue car peu compatible avec la circulation des piétons (forte fréquentation, piétinement, gêne) ou aggraverait l'encombrement de l'espace public concerné;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G2174;pas de commentaires;-
48.8850860002,2.33588600026;"{""type"": ""Point"", ""coordinates"": [2.335886000257646, 48.885086000196964]}";75018.0;Rue Audran;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G2705;fleurir les dépotoirs du 18è;-
-90.0,-59.0169768948;"{""type"": ""Point"", ""coordinates"": [-59.016976894805566, -90.0]}";75019.0;Rue Frédéric Mourlon;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Mur végétalisé;Propositions non réalisables techniquement;S2014I3881;superbe cadre pour vegetaliser cet espace sous utlise et inutilse.... on a besoin de vert!!;-
48.8367529997,2.39039400016;"{""type"": ""Point"", ""coordinates"": [2.390394000159925, 48.8367529997476]}";75012.0;32 rue Coriolis;la proposition n'a pas été retenue du fait d'un support incompatible avec la mise en place de végétation;Mur végétalisé;Propositions non réalisables techniquement;S2014J97;*** Prop. 12ème : voir doc. 12ème. Végétalisation du mur côté voie ferrée;-
48.8888399999,2.35671000065;"{""type"": ""Point"", ""coordinates"": [2.356710000647778, 48.88883999985211]}";75018.0;22  Rue Doudeauville;la proposition n'a pas été retenue car elle concerne une toiture et ne rentre donc pas dans le cadre de l'opération Du Vert près de Chez Moi, qui vise à verdir l'espace public;Autre proposition;Propositions non réalisables techniquement;S2014G4546;Ce toit de local est souvent inondé, avec de l'eau stagnante qui attire plein de moustiques en été (embêtant pour les immeubles au 22 et 24). Un peu de verdure pourrait atténuer ce problème et égayer ce coin très gris;-
48.8782950004,2.40938200007;"{""type"": ""Point"", ""coordinates"": [2.409382000070587, 48.87829500037383]}";75019.0;2  Avenue René Fonck;la proposition n'a pas été retenue car il existe des vitrines à proximité, pour lesquelles elle aurait constitué une gêne visuelle;Plantation d?arbre;Propositions non réalisables techniquement;S2014I4627;"Je propose de planter des arbres tout le long du large
 trottoir pair de l'avenue René Fonck entre la place du Maquis du Vercors et la rue Raoul Wallemberg.";-
48.8559769996,2.39205900024;"{""type"": ""Point"", ""coordinates"": [2.392059000242572, 48.85597699963288]}";75011.0;177  Rue de Charonne;-;plantation d?arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I2144;-;-
48.8307339996,2.37661200043;"{""type"": ""Point"", ""coordinates"": [2.376612000432101, 48.83073399958544]}";75013.0;Avenue de France;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H938;-;-
48.8746829997,2.39064800044;"{""type"": ""Point"", ""coordinates"": [2.390648000438104, 48.87468299966694]}";75020.0;341 Rue de Belleville;-;Mur végétalisé;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4775;-;-
48.887123,2.38461100063;"{""type"": ""Point"", ""coordinates"": [2.384611000627225, 48.88712299995299]}";75019.0;9 rue de lOurcq;-;Plantation dun arbre pour compléter lalignement.;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G2194;-;-
48.8567860002,2.39960199963;"{""type"": ""Point"", ""coordinates"": [2.399601999628929, 48.85678600020109]}";75020.0;24 Rue des Orteaux;-;Végétalisation d'un pied d'arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I3411;-;-
